custom_id,response
req-1964,"{""candidates"":[{""avgLogprobs"":-0.18228503186317166,""content"":{""parts"":[{""text"":""[\n  {\n    \""doi\"": null,\n    \""file_path\"": null,\n    \""polymer_name\"": \""Open-Chain Polyimide\"",\n    \""record_type\"": \""Decomposition Temperature (Td)\"",\n    \""value\"": \""191 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""thermogravimetry\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": \""5 °C/min\"",\n    \""decomposition_criterion\"": \""weight loss commencement\"",\n    \""atmosphere\"": \""air\"",\n    \""notes\"": null\n  },\n  {\n    \""doi\"": null,\n    \""file_path\"": null,\n    \""polymer_name\"": \""Open-Chain Polyimide\"",\n    \""record_type\"": \""Decomposition Temperature (Td)\"",\n    \""value\"": \""245 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""thermogravimetry\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": \""5 °C/min\"",\n    \""decomposition_criterion\"": \""10% weight loss\"",\n    \""atmosphere\"": \""air\"",\n    \""notes\"": null\n  }\n]""}],""role"":""model""},""finishReason"":""STOP"",""score"":-55.232364654541016}],""createTime"":""2026-03-12T05:11:36.256240Z"",""modelVersion"":""gemini-2.5-flash"",""responseId"":""CEuyafDRD8XwgLUPrNqJoAo"",""usageMetadata"":{""billablePromptUsage"":{""textCount"":12339},""cacheTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":2714}],""cachedContentTokenCount"":2714,""candidatesTokenCount"":303,""candidatesTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":303}],""promptTokenCount"":4185,""promptTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":4185}],""thoughtsTokenCount"":623,""totalTokenCount"":5111,""trafficType"":""ON_DEMAND""}}"
req-532,"{""candidates"":[{""avgLogprobs"":-0.8455935681714174,""content"":{""parts"":[{""text"":""[\n  {\n    \""doi\"": \""10.1149/1.3247590\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""SMC-386B\"",\n    \""record_type\"": \""Glass Transition Temperature (Tg)\"",\n    \""value\"": \""60 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": null,\n    \""test_conditions\"": null,\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": null\n  },\n  {\n    \""doi\"": \""10.1149/1.3247590\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""SMC-386B\"",\n    \""record_type\"": \""Coefficient of Thermal Expansion (CTE)\"",\n    \""value\"": \""55 ppm/K\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": null,\n    \""test_conditions\"": null,\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": \""CTE 1\""\n  },\n  {\n    \""doi\"": \""10.1149/1.3247590\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""SMC-386B\"",\n    \""record_type\"": \""Coefficient of Thermal Expansion (CTE)\"",\n    \""value\"": \""140 ppm/K\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": null,\n    \""test_conditions\"": null,\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": \""CTE 2\""\n  }\n]""}],""role"":""model""},""finishReason"":""STOP"",""score"":-404.1937255859375}],""createTime"":""2026-03-12T05:11:09.135672Z"",""modelVersion"":""gemini-2.5-flash"",""responseId"":""7UqyafijCKDm1dkPm_iU-As"",""usageMetadata"":{""billablePromptUsage"":{""textCount"":13742},""cacheTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":2736}],""cachedContentTokenCount"":2736,""candidatesTokenCount"":478,""candidatesTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":478}],""promptTokenCount"":4492,""promptTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":4492}],""thoughtsTokenCount"":2938,""totalTokenCount"":7908,""trafficType"":""ON_DEMAND""}}"
req-1764,"{""candidates"":[{""avgLogprobs"":-2.39811660304214,""content"":{""parts"":[{""text"":""[\n  {\n    \""doi\"": null,\n    \""file_path\"": null,\n    \""polymer_name\"": \""pure polyimide (PMDA/ODA)\"",\n    \""record_type\"": \""Decomposition Temperature (Td)\"",\n    \""value\"": \""570~585 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TGA\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": \""10% weight loss\"",\n    \""atmosphere\"": \""nitrogen\"",\n    \""notes\"": null\n  },\n  {\n    \""doi\"": null,\n    \""file_path\"": null,\n    \""polymer_name\"": \""titania/polyimide composite films\"",\n    \""record_type\"": \""Decomposition Temperature (Td)\"",\n    \""value\"": \""570~585 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TGA\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": \""10% weight loss\"",\n    \""atmosphere\"": \""nitrogen\"",\n    \""notes\"": \""Applies to composites with W=0.1, 0.2, 0.3, 0.4.\""\n  }\n]""}],""role"":""model""},""finishReason"":""STOP"",""score"":-791.3784790039063}],""createTime"":""2026-03-12T05:13:59.957358Z"",""modelVersion"":""gemini-2.5-flash"",""responseId"":""l0uyaa63Ouvi-O4PhJzCyA4"",""usageMetadata"":{""billablePromptUsage"":{""textCount"":15524},""cacheTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":2794}],""cachedContentTokenCount"":2794,""candidatesTokenCount"":330,""candidatesTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":330}],""promptTokenCount"":5549,""promptTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":5549}],""thoughtsTokenCount"":4083,""totalTokenCount"":9962,""trafficType"":""ON_DEMAND""}}"
req-48,"{""candidates"":[{""avgLogprobs"":-1.7986401481807512,""content"":{""parts"":[{""text"":""[\n  {\n    \""doi\"": \""10.1088/1347-4065/34/11A/L1470\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""PMDA/TFDB\"",\n    \""record_type\"": \""Coefficient of Thermal Expansion (CTE)\"",\n    \""value\"": \""-0.5\\u00D7 10\\u22125 \\u00B0C-1\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": null,\n    \""test_conditions\"": \""after the second run of the measurements\"",\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": \""Value cited from reference 4, for the polyimide itself.\""\n  }\n]""}],""role"":""model""},""finishReason"":""STOP"",""score"":-383.1103515625}],""createTime"":""2026-03-12T05:12:21.036428Z"",""modelVersion"":""gemini-2.5-flash"",""responseId"":""NUuyacycAsbwgLUPoLrYqAg"",""usageMetadata"":{""billablePromptUsage"":{""textCount"":16343},""cacheTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":2798}],""cachedContentTokenCount"":2798,""candidatesTokenCount"":213,""candidatesTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":213}],""promptTokenCount"":5628,""promptTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":5628}],""thoughtsTokenCount"":2018,""totalTokenCount"":7859,""trafficType"":""ON_DEMAND""}}"
req-161,"{""candidates"":[{""avgLogprobs"":-1.1182455776224718,""content"":{""parts"":[{""text"":""[\n  {\n    \""doi\"": \""10.1143/JJAP.41.7453\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""6FDA-TFDB-ODA copolyimide (core)\"",\n    \""record_type\"": \""Coefficient of Thermal Expansion (CTE)\"",\n    \""value\"": \""4.4 × 10−5/C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TMA\"",\n    \""test_conditions\"": \""0%RH\"",\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": \""For dry core and cladding; used to estimate temperature dependence of refractive index.\""\n  },\n  {\n    \""doi\"": \""10.1143/JJAP.41.7453\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""6FDA-TFDB polyimide (cladding)\"",\n    \""record_type\"": \""Coefficient of Thermal Expansion (CTE)\"",\n    \""value\"": \""4.4 × 10−5/C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TMA\"",\n    \""test_conditions\"": \""0%RH\"",\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": \""For dry core and cladding; used to estimate temperature dependence of refractive index.\""\n  }\n]""}],""role"":""model""},""finishReason"":""STOP"",""score"":-421.5785827636719}],""createTime"":""2026-03-12T05:10:43.635340Z"",""modelVersion"":""gemini-2.5-flash"",""responseId"":""00qyaczjJu-olu8Pnfi5wAk"",""usageMetadata"":{""billablePromptUsage"":{""textCount"":17431},""cacheTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":2799}],""cachedContentTokenCount"":2799,""candidatesTokenCount"":377,""candidatesTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":377}],""promptTokenCount"":5666,""promptTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":5666}],""thoughtsTokenCount"":2374,""totalTokenCount"":8417,""trafficType"":""ON_DEMAND""}}"
req-1967,"{""candidates"":[{""avgLogprobs"":-4.572116306849888,""content"":{""parts"":[{""text"":""[\n  {\n    \""doi\"": null,\n    \""file_path\"": null,\n    \""polymer_name\"": \""Polyimide LB film (precursor)\"",\n    \""record_type\"": \""Decomposition Temperature (Td)\"",\n    \""value\"": \""1000 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TGA\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": \""50% weight loss\"",\n    \""atmosphere\"": \""vacuum or nitrogen atmosphere\"",\n    \""notes\"": \""Char yield at 1000°C was 50%\""\n  }\n]""}],""role"":""model""},""finishReason"":""STOP"",""score"":-768.1155395507813}],""createTime"":""2026-03-12T05:13:33.778734Z"",""modelVersion"":""gemini-2.5-flash"",""responseId"":""fUuyae7DL8XwgLUPrNqJoAo"",""usageMetadata"":{""billablePromptUsage"":{""textCount"":16319},""cacheTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":2800}],""cachedContentTokenCount"":2800,""candidatesTokenCount"":168,""candidatesTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":168}],""promptTokenCount"":5695,""promptTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":5695}],""thoughtsTokenCount"":3795,""totalTokenCount"":9658,""trafficType"":""ON_DEMAND""}}"
req-257,"{""candidates"":[{""avgLogprobs"":-0.7525987285238142,""content"":{""parts"":[{""text"":""[\n  {\n    \""doi\"": \""10.1143/JJAP.45.6340\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""NOA 65\"",\n    \""record_type\"": \""Coefficient of Thermal Expansion (CTE)\"",\n    \""value\"": \""200 ppm/°C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TMA\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": \""Linear thermal expansion\""\n  },\n  {\n    \""doi\"": \""10.1143/JJAP.45.6340\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""NOA 65\"",\n    \""record_type\"": \""Glass Transition Temperature (Tg)\"",\n    \""value\"": \""-9.5 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""DSC\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": null\n  },\n  {\n    \""doi\"": \""10.1143/JJAP.45.6340\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""NOA 65\"",\n    \""record_type\"": \""Decomposition Temperature (Td)\"",\n    \""value\"": \""300 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TGA\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": null\n  }\n]""}],""role"":""model""},""finishReason"":""STOP"",""score"":-358.9895935058594}],""createTime"":""2026-03-12T05:12:28.760034Z"",""modelVersion"":""gemini-2.5-flash"",""responseId"":""PEuyaeKxLoOs1dkP3_qNiAg"",""usageMetadata"":{""billablePromptUsage"":{""textCount"":16705},""cacheTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":2801}],""cachedContentTokenCount"":2801,""candidatesTokenCount"":477,""candidatesTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":477}],""promptTokenCount"":5711,""promptTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":5711}],""thoughtsTokenCount"":2739,""totalTokenCount"":8927,""trafficType"":""ON_DEMAND""}}"
req-1990,"{""candidates"":[{""avgLogprobs"":-0.21304915638898642,""content"":{""parts"":[{""text"":""[\n  {\n    \""doi\"": \""10.1021/cl071065\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""Polyimide gel (x=1)\"",\n    \""record_type\"": \""Decomposition Temperature (Td)\"",\n    \""value\"": \""308 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TGA\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": \""5 C min−1\"",\n    \""decomposition_criterion\"": \""10 wt % loss\"",\n    \""atmosphere\"": null,\n    \""notes\"": \""Td attributed to the decomposition of component b.\""\n  },\n  {\n    \""doi\"": \""10.1021/cl071065\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""Polyimide gel (x=1)\"",\n    \""record_type\"": \""Glass Transition Temperature (Tg)\"",\n    \""value\"": \""−48 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""DSC\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": \""5 C min−1\"",\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": null\n  },\n  {\n    \""doi\"": \""10.1021/cl071065\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""Polyimide gel (x=2)\"",\n    \""record_type\"": \""Decomposition Temperature (Td)\"",\n    \""value\"": \""319 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TGA\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": \""5 C min−1\"",\n    \""decomposition_criterion\"": \""10 wt % loss\"",\n    \""atmosphere\"": null,\n    \""notes\"": \""Td attributed to the decomposition of component b.\""\n  },\n  {\n    \""doi\"": \""10.1021/cl071065\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""Polyimide gel (x=2)\"",\n    \""record_type\"": \""Glass Transition Temperature (Tg)\"",\n    \""value\"": \""−43 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""DSC\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": \""5 C min−1\"",\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": null\n  },\n  {\n    \""doi\"": \""10.1021/cl071065\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""Polyimide gel (x=3)\"",\n    \""record_type\"": \""Decomposition Temperature (Td)\"",\n    \""value\"": \""320 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TGA\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": \""5 C min−1\"",\n    \""decomposition_criterion\"": \""10 wt % loss\"",\n    \""atmosphere\"": null,\n    \""notes\"": \""Td attributed to the decomposition of component b.\""\n  },\n  {\n    \""doi\"": \""10.1021/cl071065\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""Polyimide gel (x=3)\"",\n    \""record_type\"": \""Glass Transition Temperature (Tg)\"",\n    \""value\"": \""−49 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""DSC\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": \""5 C min−1\"",\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": null\n  },\n  {\n    \""doi\"": \""10.1021/cl071065\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""Polyimide gel (x=4)\"",\n    \""record_type\"": \""Decomposition Temperature (Td)\"",\n    \""value\"": \""310 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TGA\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": \""5 C min−1\"",\n    \""decomposition_criterion\"": \""10 wt % loss\"",\n    \""atmosphere\"": null,\n    \""notes\"": \""Td attributed to the decomposition of component b.\""\n  },\n  {\n    \""doi\"": \""10.1021/cl071065\"",\n    \""file_path\"": null,\n    \""polymer_name\"": \""Polyimide gel (x=4)\"",\n    \""record_type\"": \""Glass Transition Temperature (Tg)\"",\n    \""value\"": \""−48 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""DSC\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": \""5 C min−1\"",\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": null\n  }\n]""}],""role"":""model""},""finishReason"":""STOP"",""score"":-284.4206237792969}],""createTime"":""2026-03-12T05:13:32.612267Z"",""modelVersion"":""gemini-2.5-flash"",""responseId"":""fEuyaauvJZCo1dkPr5P14AY"",""usageMetadata"":{""billablePromptUsage"":{""textCount"":16816},""cacheTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":2805}],""cachedContentTokenCount"":2805,""candidatesTokenCount"":1335,""candidatesTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":1335}],""promptTokenCount"":5794,""promptTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":5794}],""thoughtsTokenCount"":2552,""totalTokenCount"":9681,""trafficType"":""ON_DEMAND""}}"
req-1977,"{""candidates"":[{""avgLogprobs"":-1.1113025533741918,""content"":{""parts"":[{""text"":""[\n  {\n    \""doi\"": null,\n    \""file_path\"": null,\n    \""polymer_name\"": \""PI-1\"",\n    \""record_type\"": \""Decomposition Temperature (Td)\"",\n    \""value\"": \""420 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": \""TGA\"",\n    \""test_conditions\"": null,\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": \""10% weight loss\"",\n    \""atmosphere\"": \""nitrogen\"",\n    \""notes\"": null\n  }\n]""}],""role"":""model""},""finishReason"":""STOP"",""score"":-161.1388702392578}],""createTime"":""2026-03-12T05:13:30.903970Z"",""modelVersion"":""gemini-2.5-flash"",""responseId"":""ekuyaaKWN8iqgLUPxZB4"",""usageMetadata"":{""billablePromptUsage"":{""textCount"":15762},""cacheTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":2806}],""cachedContentTokenCount"":2806,""candidatesTokenCount"":145,""candidatesTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":145}],""promptTokenCount"":5825,""promptTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":5825}],""thoughtsTokenCount"":1242,""totalTokenCount"":7212,""trafficType"":""ON_DEMAND""}}"
req-34,"{""candidates"":[{""avgLogprobs"":-0.3702465329851423,""content"":{""parts"":[{""text"":""[\n  {\n    \""doi\"": null,\n    \""file_path\"": null,\n    \""polymer_name\"": \""Probimide 114\"",\n    \""record_type\"": \""Glass Transition Temperature (Tg)\"",\n    \""value\"": \""375 °C\"",\n    \""temperature\"": null,\n    \""temperature_range\"": null,\n    \""test_standard\"": null,\n    \""test_method\"": null,\n    \""test_conditions\"": null,\n    \""heating_rate\"": null,\n    \""decomposition_criterion\"": null,\n    \""atmosphere\"": null,\n    \""notes\"": null\n  }\n]""}],""role"":""model""},""finishReason"":""STOP"",""score"":-51.83451461791992}],""createTime"":""2026-03-12T05:14:05.525521Z"",""modelVersion"":""gemini-2.5-flash"",""responseId"":""nUuyadGJIMfS-O4PkKWvoQs"",""usageMetadata"":{""billablePromptUsage"":{""textCount"":17853},""cacheTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":2810}],""cachedContentTokenCount"":2810,""candidatesTokenCount"":140,""candidatesTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":140}],""promptTokenCount"":5912,""promptTokensDetails"":[{""modality"":""TEXT"",""tokenCount"":5912}],""thoughtsTokenCount"":558,""totalTokenCount"":6610,""trafficType"":""ON_DEMAND""}}"
